name,stuff,bv,difficulty,tags,methods,tools,cook,image_filename
腊肠炒鸡蛋,腊肠、鸡蛋,BV1x54y127CC,普通,杂烩,炒,一口万能的大锅,"腊肠 50 g 片 鸡蛋 2 只 盐 0.5 g 油 3 g
先炒腊肠出油 → 倒蛋液 → 凝固即出锅。",472
腊肠豆腐煲,腊肠、豆腐、米,BV1Sf4y1r7mS,普通,杂烩,煲,一口万能的大锅,"【食材】
腊肠 60 g 片 嫩豆腐 200 g 生抽 8 g 水 150 ml 葱花 2 g
【时间轴】
0′00″-2′00″ 腊肠煎香。
2′00″-10′00″ 加豆腐+水+生抽 → 盖焖 8 min。
【出锅】豆腐吸腊肠香，汤汁浓。",473
腊肠茄子煲,腊肠、茄子、米,BV1vW411g7td,普通,杂烩,煲,一口万能的大锅,"茄子 200 g 条 腊肠 60 g 生抽 10 g 水 150 ml
电饭煲炒腊肠 → 加茄子 → 盖焖 10 min。
【出锅】茄子软糯，腊肠油香。",474
腊肠烧麦,腊肠、面食,BV1VV411C7o2,普通,杂烩,烧,一口万能的大锅,"【皮料】饺子皮 8 张
【馅料】腊肠 60 g 丁 糯米 80 g（提前泡发 2 h 蒸熟） 青豆 20 g 生抽 5 g 糖 2 g
【包制】饺子皮擀大 → 包馅收口 → 电饭煲蒸屉 20 min。
【出锅】皮薄透亮，腊肠油香渗糯米。",475
辣味牛肉凉拌小黄瓜,黄瓜、牛肉、洋葱,BV1qr4y1Y792,简单,杂烩,炒,一口万能的大锅,"【食材】
熟牛肉片 100 g 小黄瓜 150 g 拍段
调味：生抽 10 g 香醋 5 g 辣椒油 5 g 蒜末 3 g 糖 2 g 花椒油 2 g
【方法】
所有料拌匀 → 静置 5 min → 开吃。
【出锅】牛肉辣麻，黄瓜爽脆。",476
辣子鸡丁,鸡肉,BV1Ma4y147MA,,杂烩,炒,一口万能的大锅,"【食材】
鸡腿肉 200 g 丁 腌：盐 1 g 料酒 5 g 淀粉 3 g 油 2 g
干辣椒段 5 g 花椒 1 g 蒜片 3 g 生抽 5 g 糖 2 g 芝麻 2 g 油 6 g
【时间轴】
0′00″-3′00″ 电饭煲热油 6 g → 鸡丁滑炒 3 min 变白盛出。
3′00″-6′00″ 干椒+花椒+蒜爆香 30 s → 回鸡丁。
6′00″-9′00″ 加生抽糖炒 3 min。
9′00″-12′00″ 撒芝麻出锅。
【出锅】干香辣麻，鸡丁外酥里嫩。",477
烂糊白菜,白菜、鸡蛋,BV1x3411y7eN,,杂烩,炒,一口万能的大锅,"白菜 300 g 手撕块 水 200 ml 盐 1 g 白胡椒 0.3 g 香油 2 g
电饭煲水开 → 白菜炖 15 min → 调味淋香油。
【出锅】菜叶透明，入口即化。",478
莲花洋葱（消耗洋葱！）,洋葱、鸡蛋,BV1MW411T7Cv,,杂烩,炒,一口万能的大锅,"【食材】
洋葱 1 个（≈200 g） 鸡蛋 1 只 面粉 15 g 盐 1 g 油 5 g
【预处理】
洋葱横切 0.5 cm 圆环 → 挑出完整 4 环 → 裹蛋液 → 滚面粉。
【时间轴】
0′00″-8′00″ 电饭煲热油 5 g → 小火两面煎金黄。
【出锅】洋葱圈层层莲花，外酥内甜。",479
凉拌黄瓜虾滑,黄瓜、虾,BV1RF411W7v7,复杂,杂烩,炒,一口万能的大锅,"【食材】
黄瓜 150 g 丝 虾滑 100 g
调味：生抽 8 g 香醋 5 g 蒜末 3 g 辣椒油 3 g 糖 2 g 芝麻油 2 g
【预处理】
虾滑水煮 2 min → 过冷水 → 撕小块。
【方法】
所有料拌匀 → 静置 3 min → 开吃。
【出锅】黄瓜脆，虾滑弹，酸辣清爽。",480
凉拌莴苣,莴笋,BV1z3411Y7Bs,,杂烩,炒,一口万能的大锅,"【食材】
莴苣（莴笋）茎 200 g 蒜末 3 g 小米辣 1 g
调味：生抽 10 g 香醋 6 g 糖 2 g 芝麻油 3 g 辣椒油 3 g
【预处理】
莴苣去皮切 3 mm 细丝 → 冰水 3 min → 甩干。
【时间轴】
0′00″-2′00″ 所有料拌匀 → 静置 3 min。
【出锅】翠绿脆嫩，酸辣开胃。
【保存】冷藏 12 h，吃前拌油。",481
凉拌胸丝,鸡肉,BV1h54y1Q7pf,,杂烩,炒,一口万能的大锅,"【食材】
鸡胸 150 g 黄瓜丝 50 g 胡萝卜丝 30 g
调味：生抽 12 g 香醋 6 g 辣椒油 5 g 蒜末 3 g 糖 2 g 花椒油 2 g
【预处理】
鸡胸水煮 8 min → 手撕细丝。
【时间轴】
0′00″-2′00″ 所有料拌匀 → 静置 2 min。
【出锅】鸡丝嫩，蔬菜脆。",482
凉拌洋葱,洋葱,BV1BS4y1G7XD,,杂烩,炒,一口万能的大锅,"洋葱 150 g 薄片 冰水 5 min 生抽 8 g 香醋 5 g 糖 2 g 香油 2 g 拌匀即可。
【出锅】脆甜微辣，去腥提鲜。",483
流心蛋,鸡蛋,BV1Yt411G7Ut,,杂烩,炒,一口万能的大锅,"水 500 ml + 白醋 5 ml → 电饭煲微沸 → 漩涡 → 鸡蛋 1 只 4 min → 冰水 20 s。
【中心 65 ℃，蛋白凝固蛋黄流动】。",484
萝卜牛肉煲,白萝卜、牛肉,BV1a7411L733,困难,杂烩,煲,一口万能的大锅,"牛肉块 250 g 焯水 → 白萝卜 200 g 块 → 水 600 ml 姜 3 g 电饭煲“煲汤” 60 min → 盐 2 g。
【出锅】肉烂汤清，萝卜透明】。",485
萝卜烧牛腩,白萝卜、牛肉,BV1nK41137Lb,普通,杂烩,烧,一口万能的大锅,牛腩 250 g 白萝卜 200 g 生抽 15 g 老抽 5 g 糖 5 g 八角 1 水 500 ml 电饭煲“煲汤” 60 min。,486
萝卜烧排骨,白萝卜、骨头,BV1YV411f7L8,普通,杂烩,烧,一口万能的大锅,排骨 300 g 焯水 萝卜 200 g 生抽 12 g 老抽 3 g 糖 4 g 水 400 ml 电饭煲“煲汤” 50 min。,487
萝卜丝炒牛肉,白萝卜、牛肉,BV1jA411P7LJ,普通,杂烩,炒,一口万能的大锅,"牛肉丝 120 g 腌：盐 0.5 g 淀粉 2 g 油 2 g
萝卜丝 150 g 生抽 6 g 油 4 g
电饭煲热油 → 牛肉 1 min → 萝卜丝 2 min → 调味出锅。
【出锅】牛肉滑，萝卜脆。",488
萝卜鲜虾煲,白萝卜、虾,BV1Mp4y1z7Yr,困难,杂烩,煲,一口万能的大锅,"鲜虾 150 g 萝卜 200 g 水 400 ml 盐 2 g 姜片 2 g 电饭煲“煮饭”键 15 min。
【出锅】汤色奶白，虾鲜萝卜甜】。",489
罗宋汤,胡萝卜、土豆、番茄、牛肉、包菜,BV1394y1d7f6,普通,杂烩,煮,一口万能的大锅,"牛肉丁 150 g 土豆 100 g 胡萝卜 80 g 番茄 150 g 洋葱 50 g
番茄酱 20 g 盐 2 g 黑胡椒 0.3 g 水 600 ml 电饭煲“煲汤” 40 min。
【出锅】酸甜浓郁，蔬菜软烂。",490
马拉糕,面食,BV1fa4y1a7Xy,困难,杂烩,蒸,一口万能的大锅,"【面糊】低筋面粉 60 g 鸡蛋 1 只 牛奶 50 ml 糖 30 g 泡打粉 2 g 油 5 g
拌匀静置 10 min → 电饭煲蒸屉 20 min。
【出锅】蓬松回弹，奶香微甜】。",491
麻辣烫方便面,方便面、香肠、鸡蛋、包菜,BV1Yp411o7MB,简单,杂烩,煮,一口万能的大锅,"方便面 1 包 火锅底料 15 g 水 400 ml 午餐肉 3 片 青菜 50 g
电饭煲水开 → 底料化开 → 下面菜 3 min。
【出锅】麻辣汤浓。",492
焖泡面,方便面、猪肉、茄子,BV1s34y1X74a,,杂烩,煮,一口万能的大锅,"泡面 1 包 鸡蛋 1 只 番茄 100 g 生抽 8 g 水 120 ml
电饭煲炒番茄 → 加水 → 铺面焖 4 min → 收汁。",493
秘制洋葱炒肥牛,洋葱、牛肉,BV1vT4y1E7fZ,,杂烩,煮,一口万能的大锅,"肥牛 120 g 洋葱 100 g 生抽 8 g 蚝油 3 g 糖 1 g 油 4 g
电饭煲热油 → 洋葱炒软 → 肥牛 60 s → 调味出锅。
【出锅】肥牛嫩滑，洋葱甜。",494
牧羊人派,土豆、猪肉,BV1fY41187Xo,普通,杂烩,煮,一口万能的大锅,"【底层】牛肉末 100 g 洋葱 50 g 胡萝卜 50 g 番茄 100 g 生抽 8 g 水 50 ml
【上层】土豆泥 200 g 牛奶 20 ml 盐 1 g 马苏里拉 30 g
电饭煲炒馅 5 min → 铺土豆泥 → 撒芝士 → “煮饭”键 25 min。
【出锅】芝士拉丝，肉酱浓郁】。",495
奶汤方便面,方便面,BV1s34y1X74a,,杂烩,煮,一口万能的大锅,"方便面 1 包 牛奶 200 ml 水 200 ml 盐 0.5 g
电饭煲煮沸 → 下面 3 min → 奶香汤白。",496
牛肉蒸黄瓜条,黄瓜、牛肉、鸡蛋,BV1V5411S7Uv,普通,杂烩,煮,一口万能的大锅,"牛肉片 120 g 黄瓜条 100 g 生抽 6 g 淀粉 2 g 蒜 2 g
电饭煲蒸屉 12 min。
【出锅】牛肉嫩滑，黄瓜脆嫩】。",497
拍黄瓜,黄瓜,BV1RV41167WV,简单,杂烩,凉拌,一口万能的大锅,"黄瓜 1 根拍裂切段 盐 1 g 蒜末 3 g 生抽 8 g 香醋 5 g 辣椒油 3 g 糖 1 g 拌匀即可。
【出锅】蒜香酸辣，脆爽。",498
铺盖打蛋,鸡蛋,BV1TT4y127vu,,杂烩,炒,一口万能的大锅,"隔夜饭 180 g 鸡蛋 1 只 生抽 5 g 葱花 1 g 油 4 g
电饭煲热油 → 饭炒热 → 摊平 → 中间压窝 → 打蛋 → 盖焖 3 min → 淋生抽葱花。
【出锅】蛋盖饭面，饭粒金黄】。",499
蒲烧茄子,茄子,BV1q44y1n78y,普通,杂烩,烧,一口万能的大锅,"【食材】
茄子 1 根（200 g） 生抽 10 g 蚝油 5 g 糖 5 g 料酒 5 g 清水 30 ml 油 4 g 芝麻 1 g
【预处理】
茄子切 1 cm 厚片 → 盐 2 g 抓 5 min → 挤干水分。
【时间轴】
0′00″-3′00″ 电饭煲热油 4 g → 茄子两面煎软 3 min。
3′00″-10′00″ 加所有调料 → 盖焖 7 min。
10′00″-12′00″ 开盖收汁 → 撒芝麻。
【出锅】茄子软糯，酱汁浓稠，蒲烧风味】。",500
千层土豆,土豆,BV1nb4y147D6,困难,杂烩,炸,一口万能的大锅,"【食材】
土豆 250 g（去皮净重） 培根 30 g 马苏里拉芝士 40 g
牛奶 50 ml 盐 1 g 黑胡椒 0.3 g 黄油 10 g
【预处理】
土豆切 1 mm 薄片 → 冰水 5 min → 厨房纸吸干。
【电饭煲时间轴】
0′00″-5′00″ 电饭煲“煮饭”键预热，刷黄油 5 g。
5′00″-25′00″ 一层土豆一层培根一层芝士 → 重复 4 层 → 倒入牛奶 → 盖焖 20 min。
25′00″-35′00″ 撒剩余芝士 → 再焖 10 min 表面金黄。
【出锅】层层拉丝，土豆软糯。
【失败点】糊底：牛奶<40 ml；解决→50 ml 刚好。",501
茄汁大虾,虾、番茄、米、面食,BV1aJ411K75X,简单,杂烩,烧,一口万能的大锅,"大虾 6 只（150 g） 番茄 150 g 蒜 2 g 生抽 6 g 糖 2 g 油 4 g
电饭煲热油 → 蒜爆香 → 番茄炒沙 → 下大虾 2 min → 调味收汁。
【出锅】虾壳红亮，茄汁浓稠。",502
茄汁蛋黄浓汤面,方便面、番茄、鸡蛋,BV1s34y1X74a,,杂烩,炒,一口万能的大锅,"【食材】
面条 80 g 番茄 100 g 熟咸蛋黄 1 只 淡奶油 20 ml 水 250 ml 盐 1 g
【时间轴】
0′00″-3′00″ 番茄炒沙 → 加水煮沸。
3′00″-6′00″ 下面条煮 3 min。
6′00″-8′00″ 压碎蛋黄+淡奶油 → 搅匀。
【出锅】汤色金黄，奶香浓郁。",503
茄汁豆腐,番茄、豆腐,BV1Xb4y1p7mv,简单,杂烩,烧,一口万能的大锅,"老豆腐 200 g 块 番茄 150 g 生抽 8 g 糖 2 g 油 4 g
电饭煲煎豆腐两面金黄 → 加番茄炒沙 → 盖焖 5 min。
【出锅】豆腐吸汁，番茄浓。",504
茄汁花菜,花菜、番茄,BV1J541187QQ,普通,杂烩,炒,一口万能的大锅,"花菜小朵 200 g 番茄 150 g 生抽 6 g 糖 2 g 油 4 g
花菜焯水 30 s → 电饭煲番茄炒沙 → 加花菜焖 5 min。
【出锅】花菜脆嫩，茄汁挂味。",505
茄汁鸡胸肉,鸡肉、番茄,BV1L54y1b7Xq,,杂烩,炒,一口万能的大锅,"鸡胸 150 g 番茄 150 g 生抽 8 g 糖 2 g 油 4 g
电饭煲鸡丁炒白 → 番茄炒沙 → 盖焖 5 min。
【出锅】鸡肉嫩滑，番茄浓。",506
茄子卷,茄子、猪肉,BV1L3411H7EK,普通,杂烩,炸/煎,一口万能的大锅,"【食材】
长茄子 1 根 猪肉馅 80 g 生抽 5 g 盐 0.8 g 淀粉 3 g 葱花 3 g 油 4 g
【预处理】
茄子切 0.5 cm 长片 → 盐 2 g 抓 5 min → 挤干。
【时间轴】
0′00″-8′00″ 茄子片蒸 2 min 软 → 包肉馅卷起 → 电饭煲两面煎 6 min。
【出锅】茄子软卷，肉香四溢。",507
芹菜炒腊肉,芹菜、猪肉,av209779329,普通,杂烩,炒,一口万能的大锅,"腊肉 80 g 片 芹菜 150 g 段 蒜片 2 g 生抽 3 g 油 3 g
电饭煲腊肉煸油 → 芹菜炒 3 min → 调味出锅。
【出锅】腊香浓郁，芹菜脆绿。",508
芹菜炒肉丝,芹菜、猪肉,av806554209,普通,杂烩,炒,一口万能的大锅,"猪里脊 120 g 丝 腌：盐 0.5 g 淀粉 2 g 油 2 g
芹菜 150 g 段 生抽 5 g 油 4 g
电饭煲肉丝滑炒 1 min → 芹菜 3 min → 调味出锅。
【出锅】肉丝滑嫩，芹菜脆。",509
芹菜炒香干,芹菜,av671691480,普通,杂烩,炒,一口万能的大锅,"芹菜 150 g 香干 80 g 生抽 5 g 油 4 g
电饭煲热油 → 香干煎金黄 → 芹菜 2 min → 调味出锅。
【出锅】豆香芹菜脆。",510
芹菜煎饼,芹菜、鸡蛋,av247131174,简单,杂烩,煎,一口万能的大锅,"芹菜末 80 g 面粉 50 g 鸡蛋 1 只 水 50 ml 盐 1 g 油 4 g
所有料拌匀 → 电饭煲两面煎 4 min。
【出锅】外脆内软，芹菜清香。",511
清炖牛肉,牛肉、白萝卜,BV1CL4y1n76E,普通,杂烩,炖,一口万能的大锅,"牛肉 250 g 块 白萝卜 200 g 姜 3 g 水 600 ml 盐 2 g
电饭煲“煲汤” 60 min → 加盐。
【出锅】汤清肉烂，萝卜清甜。",512
青瓜炒火腿肠,黄瓜、香肠,BV1u7411Z79s,简单,杂烩,炒,一口万能的大锅,"黄瓜 150 g 片 火腿肠 80 g 片 盐 0.5 g 油 3 g
电饭煲热油 → 火腿肠煎香 → 黄瓜 2 min → 调味出锅。
【出锅】黄瓜脆，火腿香。",513
青椒炒荷包蛋,鸡蛋,BV1wJ41167uH,,杂烩,炒,一口万能的大锅,"青椒 100 g 鸡蛋 2 只 生抽 5 g 油 4 g
电饭煲煎荷包蛋 → 青椒炒 2 min → 回蛋调味。
【出锅】蛋香青椒脆。",514
热拌莴笋叶,莴笋,BV1xJ411M7bc,,杂烩,炒,一口万能的大锅,"莴笋叶 150 g 蒜末 3 g 热油 10 g 生抽 8 g 香醋 5 g
电饭煲水开 → 莴笋叶焯 20 s → 挤干 → 淋热油+调味拌匀。
【出锅】叶嫩蒜香，微酸开胃。",515
日式汉堡排（废手）,面包、洋葱、猪肉、牛肉、鸡蛋,BV1UV411Y7HM,,杂烩,炒,一口万能的大锅,"【食材】
牛肉末 120 g 洋葱末 30 g 鸡蛋 1/2 只 面包糠 10 g 牛奶 10 ml 生抽 5 g 盐 0.8 g 黑胡椒 0.3 g 油 4 g
【预处理】
所有料顺打上劲 → 压成 1.5 cm 厚饼。
【时间轴】
0′00″-3′00″ 电饭煲两面煎 3 min。
3′00″-12′00″ 加生抽 5 g + 水 30 ml → 盖焖 9 min。
【出锅】肉饼多汁，中心 75 ℃。
【失败点】肉柴：未加牛奶；解决→牛奶 10 ml。",516
肉炒莴苣,莴笋、猪肉,BV14E411t7wh,,杂烩,炒,一口万能的大锅,"猪里脊 120 g 片 莴苣 200 g 片 生抽 6 g 油 4 g
电饭煲肉片炒 1 min → 莴苣 3 min → 调味出锅。
【出锅】肉嫩莴苣脆。",517
肉末土豆茄子煲,茄子、土豆、猪肉,BV1Fu411S78s,普通,杂烩,煲,一口万能的大锅,"猪肉末 100 g 土豆 150 g 茄子 150 g 生抽 12 g 老抽 3 g 糖 3 g 水 200 ml 电饭煲“煮饭”键 20 min。
【出锅】三鲜软烂，酱汁浓稠。",518
肉丸萝卜煲,白萝卜、虾、猪肉,BV1gT4y1m7UK,普通,杂烩,煲,一口万能的大锅,"猪肉末 120 g 白萝卜 200 g 生抽 10 g 水 300 ml 葱花 3 g
肉丸挤球 → 电饭煲水开下锅 → 加萝卜 → 盖焖 25 min。
【出锅】汤清味鲜，肉丸弹。",519
赛螃蟹,鸡蛋,BV1ab4y1s7wk,,杂烩,炒,一口万能的大锅,"【食材】
鸡蛋 2 只 咸蛋黄 1 只 姜蓉 2 g 白醋 3 g 糖 1 g 盐 0.5 g 油 4 g
【时间轴】
0′00″-1′00″ 电饭煲热油 → 鸡蛋+压碎咸蛋黄下锅炒散。
1′00″-3′00″ 加姜蓉+糖+白醋 → 快速翻炒。
【出锅】色泽金黄，口感似蟹黄。",520
三杯鸡（无九层塔版）,鸡肉,BV1dp4y1e73R,,杂烩,炒,一口万能的大锅,"【食材】
鸡腿肉 250 g（带骨小块）
生抽 25 g 老抽 5 g 米酒 30 g 冰糖 8 g 姜片 8 g 蒜瓣 6 g 香油 5 g 植物油 5 g
【预处理】
鸡腿冷水泡 10 min 去血水 → 厨房纸吸干。
【电饭煲时间轴】
0′00″-3′00″ “煮饭”键热油 5 g → 姜蒜爆香。
3′00″-8′00″ 下鸡块煎至微黄。
8′00″-18′00″ 加生抽老抽米酒冰糖 → 盖焖 10 min。
18′00″-20′00″ 开盖大火收汁 → 淋香油 5 g。
【出锅标准】酱色亮红，鸡肉脱骨，锅底只剩亮油。
【失败点】过咸：生抽>30 g；解决→25 g 以内。",521
生煎白萝卜,白萝卜,BV1Yu41127Fa,简单,杂烩,煎,一口万能的大锅,"食材】
白萝卜 200 g 1 cm 厚片 盐 1 g 糖 1 g 生抽 5 g 油 4 g
【预处理】
萝卜片盐抓 5 min → 挤干水分。
【时间轴】
0′00″-8′00″ 电饭煲两面煎金黄 → 加生抽糖水 20 ml → 盖焖 2 min。
【出锅】外焦内甜。",522
薯条,土豆,BV1fY41187Xo,普通,杂烩,炸,一口万能的大锅,"土豆 200 g 条 → 泡水 5 min → 甩干 → 电饭煲热油 150 g → 160 ℃炸 6 min → 180 ℃复炸 2 min。
【出锅】外壳金黄酥脆，撒盐 1 g。
【失败点】软趴：油温<160 ℃；解决→分两次炸。",523
爽口腌莴笋,莴笋,BV1Vv411V7SE,,杂烩,拌,一口万能的大锅,"莴笋 200 g 条 盐 2 g 糖 10 g 白醋 15 g 小米辣 1 g 拌匀冷藏 2 h。
【出锅】脆嫩酸甜。",524
水波蛋,鸡蛋,BV1TT4y127vu,简单,杂烩,煮,一口万能的大锅,水 500 ml + 白醋 5 ml → 电饭煲微沸 → 漩涡 → 鸡蛋 4 min → 冰水 20 s。,525
水煮牛肉,牛肉、菌菇、莴笋、豆腐,BV11q4y1z7dD,复杂,杂烩,煮,一口万能的大锅,"【食材】
牛肉片 150 g 莴笋片 100 g
腌：盐 0.5 g 料酒 3 g 淀粉 3 g
汤底：郫县豆瓣酱 8 g 蒜 3 g 姜 3 g 干辣椒 2 g 花椒 1 g 生抽 8 g 水 400 ml 油 5 g
【时间轴】
0′00″-3′00″ 电饭煲热油 → 豆瓣酱炒香 → 加水煮沸。
3′00″-8′00″ 下莴笋煮 2 min → 下牛肉片 3 min → 收汁。
【出锅】麻辣红汤，肉片嫩滑。",526
苏格兰蛋,鸡蛋、猪肉,BV1TT4y127vu,,杂烩,炸,一口万能的大锅,"【食材】
鸡蛋 3 只煮 7 min 剥壳 猪肉末 150 g 生抽 3 g 盐 1 g 面包糠 20 g
裹粉→蛋液→面包糠 → 电饭煲热油 4 g → 四面煎 8 min → 盖焖 5 min。
【出锅】外壳金黄，蛋黄半流。",527
素烧白萝卜,白萝卜,BV1Z7411b7xo,简单,杂烩,烧,一口万能的大锅,"白萝卜 250 g 块 生抽 8 g 老抽 2 g 糖 3 g 水 150 ml 电饭煲焖 12 min。
【出锅】萝卜透明，甜咸适口。",528
蒜香蜂胸扒,鸡肉,BV1h54y1Q7pf,,杂烩,煎,一口万能的大锅,"鸡胸 150 g 蜂蜜 10 g 蒜末 3 g 生抽 6 g 盐 0.5 g 黑胡椒 0.3 g 油 4 g
电饭煲两面煎 3 min → 加蜂蜜蒜汁焖 3 min → 收汁。
【出锅】表面光亮，蒜蜜香。",529
蒜香鸡翅,鸡肉,BV1sy4y1273W,普通,杂烩,煎,一口万能的大锅,"鸡翅 6 只 蒜末 5 g 生抽 10 g 蜂蜜 5 g 盐 1 g 油 4 g
电饭煲两面煎 3 min → 加蒜汁焖 10 min。
【出锅】蒜香浓郁，骨酥肉嫩。",530
蒜香鸡胸肉,鸡肉,BV1tf4y1A7xR,,杂烩,煎,一口万能的大锅,"鸡胸 150 g 蒜末 4 g 生抽 6 g 蚝油 3 g 油 4 g
电饭煲两面煎 3 min → 加蒜末焖 2 min → 收汁。
【出锅】蒜香扑鼻，肉质嫩滑。",531
蓑衣黄瓜,黄瓜,BV1Wa411C7Gc,,杂烩,拌,一口万能的大锅,"黄瓜 1 根 盐 1 g 蒜末 3 g 生抽 8 g 香醋 5 g 糖 2 g 辣椒油 3 g
黄瓜两侧垫筷子切蓑衣 → 盐抓 2 min → 挤干 → 淋调味。
【出锅】刀口展开，脆嫩酸辣。",532
泰式卤蛋,鸡蛋,BV1TT4y127vu,,杂烩,卤,一口万能的大锅,"【卤汁】生抽 20 g 老抽 5 g 椰糖 10 g 鱼露 5 g 香茅 1 段 水 250 ml
鸡蛋 4 只煮 7 min 剥壳 → 电饭煲卤 30 min → 浸泡 2 h。
【出锅】蛋色棕红，泰式香。",533
糖醋荷包蛋,鸡蛋,BV1TT4y127vu,,杂烩,煎,一口万能的大锅,"鸡蛋 2 只 生抽 8 g 醋 8 g 糖 8 g 番茄酱 5 g 水 20 ml 油 4 g
电饭煲煎荷包蛋 → 倒入糖醋汁 → 收汁挂蛋。
【出锅】酸甜亮红，蛋黄半流。",534
糖醋鸡胸肉,鸡肉,BV1h7411C7PZ,,杂烩,煎,一口万能的大锅,"鸡胸 150 g 丁 腌：盐 0.5 g 淀粉 3 g
糖醋汁：生抽 5 g 番茄酱 10 g 醋 8 g 糖 8 g 水 30 ml
电饭煲鸡丁煎 3 min → 倒糖醋汁 → 收汁 3 min。
【出锅】外酥里嫩，酸甜挂汁。",535
糖醋里脊,猪肉,BV1Dt411B78h,普通,杂烩,炸,一口万能的大锅,"里脊 150 g 条 腌：盐 0.5 g 料酒 3 g 淀粉 8 g
糖醋汁同上 → 电饭煲炸条 4 min → 倒汁收汁 3 min。
【出锅】外壳酥脆，酸甜明亮。",536
糖醋茄子,茄子、米,BV1TE411L7Gp,普通,杂烩,烧,一口万能的大锅,"茄子 200 g 条 盐 2 g 抓 5 min → 挤干
糖醋汁同上 → 电饭煲煎软 4 min → 收汁 3 min。
【出锅】茄子软糯，酸甜挂汁。",537
铁板豆腐,豆腐,BV1dU4y1d7hz,简单,杂烩,炒,一口万能的大锅,"老豆腐 200 g 块 生抽 8 g 蚝油 5 g 糖 2 g 蒜末 3 g 油 4 g
电饭煲两面煎金黄 → 加蒜汁焖 4 min → 收汁。
【出锅】外酥里嫩，蒜香浓郁。",538
土豆拌饭,土豆、香肠、米,BV1YD4y1c7ip,简单,杂烩,炒,一口万能的大锅,"米饭 1 碗 土豆丁 150 g 生抽 8 g 葱花 2 g 油 4 g
电饭煲炒土豆丁 4 min → 加饭调味炒匀。
【出锅】土豆软糯裹饭。",539
土豆炖茄子,茄子、土豆,BV1uP4y1M7rt,普通,杂烩,炖,一口万能的大锅,"土豆 150 g 茄子 150 g 生抽 10 g 老抽 3 g 糖 3 g 水 200 ml 电饭煲焖 20 min。
【出锅】软糯香浓，汤汁收浓。",540
土豆胡萝卜炖牛腩,牛肉、胡萝卜、土豆、,BV1R54y1E7JX,,杂烩,炖,一口万能的大锅,"【食材】
牛腩 250 g（切 3 cm 块）
土豆 150 g（滚刀块）
胡萝卜 100 g（滚刀块）
洋葱 50 g（切块）
姜片 3 g 蒜 2 g
生抽 15 g 老抽 5 g 料酒 10 g 冰糖 4 g 八角 1 桂皮 1 小段 清水 600 ml 盐 2 g
【预处理】
1 牛腩冷水泡 20 min → 焯水 2 min → 洗净血沫。
2 土豆、胡萝卜切好泡清水防氧化。
【电饭煲时间轴】
0′00″-5′00″ “煲汤”键热油 5 g → 姜蒜洋葱爆香 30 s。
5′00″-10′00″ 下牛腩煎至微焦。
10′00″-80′00″ 加所有调料+水 → 盖焖 70 min。
80′00″-100′00″ 加土豆胡萝卜 → 再焖 20 min。
100′00″-105′00″ 开盖收汁至浓稠，加盐调味。
【出锅标准】牛腩能用筷子轻松插入，汤汁剩约 150 ml 挂肉。
【失败点】汤多：水>650 ml；解决→600 ml 刚好。",541
土豆腊肠煲饭,腊肠、土豆、米,BV1wV411o7Sq,困难,杂烩,煲,一口万能的大锅,"【食材】
大米 1 杯（150 g）
土豆 120 g（1 cm 丁）
腊肠 60 g（丁）
生抽 10 g 老抽 2 g 盐 1 g 清水 1.1 倍米量
【预处理】
腊肠丁煸 30 s 出油。
【电饭煲时间轴】
0′00″-40′00″ 所有料入胆 → 正常煮饭键。
40′00″-42′00″ 开盖翻松，淋香油 2 g。
【出锅】米粒分明，腊肠油香渗米。",542
土豆泥厚蛋烧,土豆、鸡蛋,BV1DL4y1j7Nu,困难,杂烩,煎,一口万能的大锅,"【食材】
土豆 100 g（蒸熟压泥）
鸡蛋 2 只 牛奶 10 ml 盐 0.5 g 油 3 g
【预处理】
土豆泥趁热压细 → 放凉。
【电饭煲时间轴】
0′00″-2′00″ “煮饭”键预热刷油 3 g。
2′00″-10′00″ 分 3 次倒蛋液 → 每层铺土豆泥 → 卷起。
【出锅】三层金黄，蛋香土豆绵密。",543
土豆烧牛腩,土豆、牛肉,BV1qs411u7gj,普通,杂烩,炒,一口万能的大锅,"牛腩 200 g 土豆 150 g 生抽 12 g 老抽 3 g 糖 3 g 八角 1 水 400 ml 电饭煲“煲汤” 45 min。
【出锅】牛腩软糯，土豆沙面。",544
吐司进阶吃法,面包、鸡蛋、虾、包菜、香肠,BV1Tq4y1t7DC,简单,杂烩,炒,一口万能的大锅,"【食材】
吐司 2 片 鸡蛋 1 只 芝士片 1 片 午餐肉 2 片 黄油 5 g
【时间轴】
0′00″-1′00″ 电饭煲预热，刷黄油。
1′00″-6′00″ 吐司+午餐肉+芝士+鸡蛋 → 合盖压 5 min。
【出锅】外壳焦脆，芝士流心。",545
丸子面,方便面、猪肉、牛肉,BV1s34y1X74a,,杂烩,炒,一口万能的大锅,"猪肉末 100 g 生抽 3 g 淀粉 5 g 盐 1 g 水 400 ml 面条 80 g 青菜 50 g
丸子挤球 → 电饭煲水开下锅 3 min → 下面菜 3 min → 调味。
【出锅】丸子弹，面汤鲜。",546
